book_id,original_title,authors,isbn,original_publication_year,average_rating
5907,Our Mutual Friend,Charles Dickens,375761144,1865,4.07
5908,A Handful of Dust,Evelyn Waugh,316926051,1934,3.92
5909,Leota's Garden,Francine Rivers,842335722,1999,4.07
5910,Not My Daughter,Barbara Delinsky,385524986,2009,3.77
5911,The Book of Illusions,Paul Auster,312990960,2002,3.89
5912,To Tame a Highland Warrior,Karen Marie Moning,440242177,1999,4.14
5913,A Mango-Shaped Space,Wendy Mass,316058254,2005,4.22
5914,Quentins,Maeve Binchy,752849522,2002,3.88
5915,Daniel Deronda,"George Eliot, Edmund White",037576013X,1876,3.82
5916,,Elin Hilderbrand,316375144,2016,3.73
5917,Chasing Perfect,Susan Mallery,373774524,2010,3.89
5918,The Debutante Divorcée,Plum Sykes,1401360238,2006,3.46
5919,,"Anonymous, Ronald A. Beers, Ronald A. Beers",310919797,1992,4.67
5920,"The Wheel of Darkness (Pendergast, #8)","Douglas Preston, Lincoln Child",446580287,2007,3.92
5921,Sleeping Giants,Sylvain Neuvel,1101886692,2016,3.84
5922,Blackmoore,Julianne Donaldson,1609074602,2013,4.17
5923,The Sandman: Endless Nights,"Neil Gaiman, Barron Storey, Bill Sienkiewicz, Glenn Fabry, Dave McKean, P. Craig Russell, Milo Manara, Miguelanxo Prado, Frank Quitely, Todd Klein",140120113X,2003,4.34
5924,The First Wives Club,Olivia Goldsmith,99435136,1992,3.87
5925,The Vanishing Act of Esme Lennox,Maggie O'Farrell,755308441,2006,3.82
5926,The Night Watch,Sarah Waters,1594482306,2006,3.67
5927,Mightier Than the Sword,Jeffrey Archer,1250034515,2015,4.09
5928,Blood Canticle,Anne Rice,99460173,2003,3.71
5929,Nature Girl,Carl Hiaasen,307262995,2006,3.61
5930,Boy's Life,Robert McCammon,671743058,1991,4.32
5931,Adam Bede,"George Eliot, Joanna Trollope, Hugh Osborne",375759018,1859,3.77
5932,Sister of My Heart,Chitra Banerjee Divakaruni,038548951X,1997,3.97
5933,博士の愛した数式 ,"Yōko Ogawa, Stephen Snyder",312427808,2003,3.94
5934,H is for Homicide,Sue Grafton,044900063X,1991,3.89
5935,JPod,Douglas Coupland,1596911050,2006,3.7
5936,The Face,Dean Koontz,553584480,2003,3.69
5937,The Ascent of Money: A Financial History of the World,Niall Ferguson,1594201927,2007,3.88
5938,Food: A Love Story,Jim Gaffigan,804140413,2014,3.69
5939,The Impossible Knife of Memory,Laurie Halse Anderson,670012092,2014,3.93
5940,Purgatorio,"Dante Alighieri, Robert M. Durling",195087453,1320,4.01
5941,Deliver Us From Evil,David Baldacci,446564087,2010,3.98
5942,One Last Thing Before I Go,Jonathan Tropper,525952365,2009,3.75
5943,"By The Time You Read This, I'll Be Dead","Julie Anne Peters, C.J. Bott",1423116186,2009,3.89
5944,,Denise Kiernan,1451617526,2013,3.66
5945,Dean Koontz's Frankenstein: City of Night ,"Dean Koontz, Ed Gorman, John Bedford Lloyd",739317148,2005,3.97
5946,The Quillan Games,D.J. MacHale,1416914234,2005,4.19
5947,number9dream,David Mitchell,812966929,2001,3.92
5948,Girlfriend in a Coma,Douglas Coupland,60987324,1998,3.61
5949,"The Green Mile, Part 1: The Two Dead Girls",Stephen King,613096487,1996,4.49
5950,Ella Minnow Pea: A Novel in Letters,Mark Dunn,385722435,2001,3.84
5951,Toll the Hounds,Steven Erikson,765310082,2008,4.33
5952,The Bone Garden,Tess Gerritsen,593057775,2007,4.02
5953,"Supernova: Ksatria, Puteri, dan Bintang Jatuh",Dee Lestari,979962570X,2001,3.83
5954,A Head Full of Ghosts,Paul Tremblay,62363239,2015,3.82
5955,Better Than Before: Mastering the Habits of Our Everyday Lives,Gretchen Rubin,385348614,2015,3.81
5956,Broken Homes,Ben Aaronovitch,756409608,2013,4.16
5957,The King's Buccaneer,Raymond E. Feist,553563734,1992,3.99
5958,El cuaderno de Maya,"Isabel Allende, Anne McLean",62105620,2011,3.8
5959,One Crazy Summer,Rita Williams-Garcia,60760885,2010,3.95
5960,Dragon Haven,Robin Hobb,61931411,2010,4.06
5961,"Right Ho, Jeeves",P.G. Wodehouse,140690483X,1934,4.31
5962,"If You're Reading This, It's Too Late","Pseudonymous Bosch, Gilbert Ford",316113670,2008,4.23
5963,Moonrise,Erin Hunter,60744545,2005,4.31
5964,The Wednesday Letters,Jason F. Wright,1590388127,2007,3.61
5965,Betrayals,"Lili St. Crow, Lilith Saintcrow",1595142525,2009,4.08
5966,You've Been Warned,"James Patterson, Howard Roughan",316014508,2007,3.52
5967,Chasing Vermeer,"Blue Balliett, Brett Helquist",439372941,2004,3.71
5968,The Jesus I Never Knew,Philip Yancey,031021923X,1995,4.18
5969,Turning Angel,Greg Iles,743454162,2005,4.11
5970,The Unidentified Redhead,Alice Clayton,,2010,4.04
5971,,"Dav Pilkey, George Beard, Harold Hutchins",545175305,2010,4.13
5972,A Child's Garden of Verses,"Robert Louis Stevenson, Tasha Tudor",689823827,1885,4.3
5973,The Informers,Bret Easton Ellis,330339184,1994,3.39
5974,The Queen,Kiera Cass,62351206,2014,3.93
5975,The Devil Colony,James Rollins,61784788,2010,4.17
5976,The Walking Dead Volume 12,"Robert Kirkman, Charlie Adlard",1607062542,2010,4.34
5977,Some Luck,Jane Smiley,307700313,2014,3.61
5978,Pedagogia do Oprimido,"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",826412769,1968,4.25
5979,"William Shakespeare's Star Wars: Verily, a New Hope",Ian Doescher,1594746370,2013,3.94
5980,Identity Crisis,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",1401204589,2004,4.03
5981,Unspoken,Sarah Rees Brennan,375870415,2012,3.85
5982,Rama II,"Arthur C. Clarke, Gentry Lee",2290032042,1989,3.66
5983,O Evangelho segundo Jesus Cristo,José Saramago,186046095X,1991,4.26
5984,"""Who Could That Be at This Hour?""","Lemony Snicket, Seth",316123080,2012,3.83
5985,The Calling,Kelley Armstrong,61797057,2012,4.1
5986,Avatar The Last Airbender: The Lost Adventures,"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",159582748X,2011,4.41
5987,Hidden,Catherine McKenzie,,2013,3.44
5988,Five Little Peppers and How They Grew,Margaret Sidney,1416916172,1881,4.03
5989,Princess of the Midnight Ball,Jessica Day George,1599903229,2009,3.92
5990,الطنطورية ,"Radwa Ashour, رضوى عاشور",,2010,4.32
5991,Miss Rumphius,Barbara Cooney,140505393,1981,4.45
5992,Ball Four,Jim Bouton,20306652,1970,3.99
5993,"Fables, Volume 3: Storybook Love","Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",140120256X,2004,4.15
5994,Aura,Carlos Fuentes,9580469717,1962,3.8
5995,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,Harriet Lerner,006074104X,1985,4.02
5996,,Burton G. Malkiel,393325350,1973,4.05
5997,Forget You,Jennifer Echols,1439178232,2010,3.79
5998,,Kelly Elliott,098870742X,2012,3.98
5999,Marathon Man,William Goldman,330247042,1974,4.11
6000,The Apothecary's Daughter,Julie Klassen,1607515423,2008,3.79
6001,Rock the Heart,Michelle A. Valentine,,2012,4.01
6002,Bearing an Hourglass,Piers Anthony,345313151,1984,3.94
6003,The Five Chinese Brothers,"Claire Huchet Bishop, Kurt Wiese",698113578,1938,4.18
6004,Providence,Jamie McGuire,615417175,2010,4
6005,"The Source of Magic (Xanth, #2)",Piers Anthony,345418506,1979,3.86
6006,Days with Frog and Toad,Arnold Lobel,64440583,1979,4.24
6007,Cities of the Plain ,Cormac McCarthy,679747192,1996,4.07
6008,Captive Prince,C.S. Pacat,,2015,3.98
6009,The King of Attolia,Megan Whalen Turner,006083577X,2006,4.37
6010,The Kingdom Keepers,"Ridley Pearson, David Frankland",786854448,2004,3.91
6011,What Do You Care What Other People Think? Further Adventures of a Curious Character,Richard Feynman,393320928,1988,4.28
6012,Skippy Dies,Paul Murray,241141826,2010,3.72
6013,The Honor of the Queen,David Weber,671721720,1993,4.21
6014,My Sweet Audrina,V.C. Andrews,671729462,1982,3.92
6015,The Atlantis World,A.G. Riddle,,2014,3.93
6016,Embrace,Jessica Shirvington,,2010,4.01
6017,Unnatural Death,Dorothy L. Sayers,61043583,1927,4.11
6018,Angels in America: A Gay Fantasia on National Themes: Millennium Approaches (Part One),Tony Kushner,1559360615,1992,4.27
6019,My Best Friend's Girl,Dorothy Koomson,385341326,2006,4.02
6020,Dreaming of You ,Lisa Kleypas,038077352X,1994,4.22
6021,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,375758739,2001,4.02
6022,John Keats : The Complete Poems,John Keats,679601082,1820,4.24
6023,Almost Heaven,Judith McNaught,671011332,1989,4.33
6024,Three Day Road,Joseph Boyden,143017861,2005,4.31
6025,Red Harvest,Dashiell Hammett,752852612,1929,4
6026,Trust in Me,"J. Lynn, Jennifer L. Armentrout",,2013,4.27
6027,NARUTO -ナルト- 巻ノ十一 ,"Masashi Kishimoto, Frances Wall",1421502410,2002,4.5
6028,One Summer,David Baldacci,446583146,2011,3.72
6029,"Whitney, My Love",Judith McNaught,1416530711,1985,4.19
6030,Train to Pakistan,Khushwant Singh,802132219,1956,3.85
6031,Jasper Jones,Craig Silvey,,2009,4.06
6032,The Untethered Soul,Michael A. Singer,1572245379,2007,4.27
6033,A Brief History of Seven Killings,Marlon James,159448600X,2014,3.86
6034,Hold Still,Nina LaCour,525421556,2009,3.99
6035,The Prize,Julie Garwood,671702513,1991,4.22
6036,The Middlesteins,Jami Attenberg,1455507199,2012,3.42
6037,Le capital au XXIe siècle ,"Thomas Piketty, Arthur Goldhammer",067443000X,2013,4.01
6038,Flyboys: A True Story of Courage,James D. Bradley,316159433,2003,4.15
6039,Eloise,"Kay Thompson, Hilary Knight",067122350X,1955,4.2
6040,The Screaming Staircase,Jonathan Stroud,857532014,2013,4.19
6041,Zomerhuis met zwembad,Herman Koch,804138818,2011,3.39
6042,True History of the Kelly Gang,Peter Carey,375724672,2000,3.8
6043,Get Shorty,Elmore Leonard,006008216X,1990,3.95
6044,One Tiny Lie,K.A. Tucker,1476740488,2013,4.3
6045,The Day of the Locust,"Nathanael West, Alfred Kazin",451523482,1939,3.78
6046,Genius: The Life and Science of Richard Feynman,James Gleick,679747044,1992,4.16
6047,Honolulu,Alan Brennert,312360401,2009,4.02
6048,Full Moon Rising,Keri Arthur,553588451,2006,3.89
6049,Bridge of Sighs,Richard Russo,375414959,2007,3.79
6050,Winter Solstice,Rosamunde Pilcher,340752483,2000,4.15
6051,United We Spy,Ally Carter,1423165993,2013,4.44
6052,"The Morganville Vampires, Volume 1",Rachel Caine,045123054X,2009,4.36
6053,Raven's Gate,Anthony Horowitz,439680093,2005,3.9
6054,Wolf in White Van,John Darnielle,374292086,2014,3.72
6055,Drei Kameraden,Erich Maria Remarque,449912426,1936,4.48
6056,Bloody Valentine,Melissa de la Cruz,1423134494,2010,3.98
6057,The Heart of a Woman,Maya Angelou,375500723,1981,4.19
6058,Chrzest ognia,Andrzej Sapkowski,,1996,4.36
6059,Alex Cross's Trial,"James Patterson, Richard DiLallo",316070629,2009,3.92
6060,Sway: The Irresistible Pull of Irrational Behavior,"Ori Brafman, Rom Brafman",385524382,2008,3.75
6061,King of the Wind: The Story of the Godolphin Arabian,"Marguerite Henry, Wesley Dennis",27436292,1948,4.19
6062,Waking Up: A Guide to Spirituality Without Religion,Sam Harris,1451636016,2014,3.87
6063,"The Call of the Wild, White Fang and Other Stories ",Jack London,192835149,1906,3.97
6064,The Rape of Nanking: The Forgotten Holocaust of World War II,Iris Chang,140277447,1997,4.08
6065,Why Evolution Is True,Jerry A. Coyne,670020532,2008,4.15
6066,Brokeback Mountain,Annie Proulx,743271327,1997,3.93
6067,Nobody's Baby But Mine,Susan Elizabeth Phillips,380782340,1997,4.06
6068,Keep Quiet,Lisa Scottoline,1250010098,2014,3.76
6069,Sons of Fortune,Jeffrey Archer,033041335X,2002,3.83
6070,Kabalmysteriet,"Jostein Gaarder, Sarah Jane Hails",374266514,1990,4.16
6071,,Jen Sincero,762447699,2013,4.04
6072,Rumor Has it,Jill Mansell,755328175,2009,3.83
6073,Dragon Tears,Dean Koontz,425208435,1993,3.72
6074,Surface Detail,Iain M. Banks,316123404,2010,4.22
6075,The Mating,Nicky Charles,,2010,4.02
6076,The Gates of Rome,Conn Iggulden,440240948,2002,4.16
6077,,"Kurtis J. Wiebe, Roc Upchurch",1607069458,2014,4.2
6078,Curtain: Poirot’s Last Case,Agatha Christie,425173747,1975,4.05
6079,Grass for His Pillow ,Lian Hearn,1594480036,2003,4.01
6080,Swallowing Darkness,Laurell K. Hamilton,345495934,2008,4.13
6081,,Laurelin Paige,,2014,4.35
6082,California,Edan Lepucki,316250813,2014,3.22
6083,,"Stephen Briggs, Terry Pratchett",552144312,1992,4.35
6084,The Pigeon Finds a Hot Dog!,Mo Willems,786818697,2004,4.35
6085,Aftermath,Chuck Wendig,080417766X,2015,3.15
6086,"Vampireville (Vampire Kisses, #3)",Ellen Schreiber,60776250,2006,3.92
6087,Hercule Poirot's Christmas,Agatha Christie,7120699,1938,3.9
6088,Mrs. Lincoln's Dressmaker,Jennifer Chiaverini,525953612,2013,3.41
6089, الرحيق المختوم: بحث في السيرة النبوية على صاحبها أفضل الصلاة والسلام ,Safiy al-Rahman al-Mubarakfuri,9953320993,1979,4.57
6090,The Baker's Daughter,Sarah McCoy,307460207,2012,3.94
6091,The Shadows,J.R. Ward,,2015,4.29
6092,Rotkäppchen,"Trina Schart Hyman, Johann Grimm, Wilhelm Grimm",823404706,1983,4.11
6093,Captain Underpants and the Attack of the Talking Toilets,Dav Pilkey,439995442,1999,3.99
6094,Ghost Boy,"Martin Pistorius, Megan Lloyd Davies",857203312,2011,3.96
6095,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,804137382,2014,3.99
6096,Wideacre,Philippa Gregory,743249291,1987,3.28
6097,,"Roald Dahl, Quentin Blake",141311290,1966,3.66
6098,If I were you,Lisa Renee Jones,,2012,4.14
6099,Beautifully Damaged,L.A. Fiore,,2012,3.99
6100,Wethering the Storm,Samantha Towle,,2013,4.33
6101,Meditationes de prima philosophia,"René Descartes, Donald A. Cress",872201929,1641,3.69
6102,The Enchanted Wood,Enid Blyton,749748001,1939,4.24
6103,Forever Black,Sandi Lynn,,2013,3.99
6104,Daisy Miller,Henry James,1592243002,1878,3.36
6105,Arcadia,Lauren Groff,1401340873,2012,3.65
6106,Pat the Bunny (Touch and Feel Book),Dorothy Kunhardt,307444058,1940,4.06
6107,The Swans of Fifth Avenue,Melanie Benjamin,345528697,2016,3.58
6108,カードキャプターさくら,"CLAMP, Maria Simpson",1591828783,1996,4.3
6109,Size 14 Is Not Fat Either,Meg Cabot,60525126,2006,3.83
6110,,Ree Drummond,61997188,2011,4.31
6111,Defiance,Shelly Crane,,2011,4.31
6112,Gorillas in the Mist,Dian Fossey,061808360X,1983,4.16
6113,A Case of Need,"Jeffery Hudson, Michael Crichton",451210638,1968,3.6
6114,The Love Affairs of Nathaniel P. ,Adelle Waldman,805097457,2013,3.3
6115,Revealed,"P.C. Cast, Kristin Cast",,2013,3.81
6116,,Matthew Norman,,2016,3.85
6117,Sworn to Silence,Linda Castillo,312374976,2009,4
6118,Magic Breaks,Ilona Andrews,425256227,2014,4.52
6119,Чайка,"Anton Chekhov, Michael Frayn",413771008,1895,3.92
6120,1Q84 Book 3 [Ichi-kyū-hachi-yon],"Haruki Murakami, 村上 春樹",4103534257,2010,3.86
6121,Boy Meets Girl,Meg Cabot,330418874,2004,3.82
6122,Dancing in my nuddy-pants!,Louise Rennison,60097477,2002,4.01
6123,The Door into Summer,Robert A. Heinlein,345413997,1957,4
6124,Luna,Julie Anne Peters,316011274,2004,3.86
6125,Runaway,Alice Munro,1400077915,2004,3.98
6126,Matter,Iain M. Banks,1841494186,2008,4.03
6127,Leo,Mia Sheridan,,2013,4.06
6128,Maurice,E.M. Forster,393310329,1971,4.02
6129,New York to Dallas,"J.D. Robb, Susan Ericksen",1441836314,2011,4.42
6130,The Stepford Wives,Ira Levin,60080841,1972,3.71
6131,The Longest Day,Cornelius Ryan,671890913,1959,4.31
6132,Motor Mouth,Janet Evanovich,60584033,2006,3.66
6133,The Reality Bug,D.J. MacHale,743437349,2003,4.15
6134,True Blue,David Baldacci,446195510,2009,3.84
6135,"Mistress of the Empire (The Empire Trilogy, #3)","Raymond E. Feist, Janny Wurts",553561189,1992,4.29
6136,Defiance,C.J. Redwine,62117181,2012,3.69
6137,Winter Street,Elin Hilderbrand,316376116,2014,3.67
6138,"The Hidden Staircase (Nancy Drew Mystery Stories, #2)","Carolyn Keene, Mildred Benson",448095025,1930,3.94
6139,Captains and the Kings,Taylor Caldwell,449205622,1972,4.11
6140,The Fallen Angel,Daniel Silva,62073125,2012,4.17
6141,,J.K. Rowling,185549664X,2003,4.56
6142,One Tuesday Morning,Karen Kingsbury,310247527,2003,4.41
6143,Hit List,Laurell K. Hamilton,425241130,2011,3.92
6144,Interesting Times,"Stephen Briggs, Terry Pratchett",413772195,1995,4.1
6145,The Wall of Winnipeg and Me,Mariana Zapata,,2016,4.34
6146,Let Me Call You Sweetheart,Mary Higgins Clark,1416516743,1995,3.84
6147,The Onion Field,Joseph Wambaugh,385341598,1973,4.13
6148,Break No Bones,Kathy Reichs,743233492,2006,3.95
6149,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",Kelly McGonigal,1583334386,2011,4.11
6150,Broken Angels,Richard K. Morgan,345457714,2003,4
6151,Beyond Reach,Karin Slaughter,038533947X,2007,4.19
6152,Fuzzy Nation,John Scalzi,765328542,2011,4.1
6153,I is for Innocent,Sue Grafton,449221512,1992,3.9
6154,V.,Thomas Pynchon,2020418770,1963,3.97
6155,,"Joseph Conrad, A. Michael Matin",1593080212,1899,3.75
6156,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,"Bertrand Russell, Paul  Edwards",671203231,1927,4.03
6157,The Art of Travel,Alain de Botton,375725342,2002,3.81
6158,"Tatiana and Alexander (The Bronze Horseman, #2)",Paullina Simons,7162499,2006,4.13
6159,Cross Justice,James Patterson,316407135,2015,4.22
6160,Ansichten eines Clowns,"Heinrich Böll, محمد اسماعیل‌زاده",9645571766,1963,4.05
6161,The Weight of Blood,Laura McHugh,812995201,2014,3.73
6162,When He was Wicked,Julia Quinn,60531231,2004,4.03
6163,V is for Vengeance,Sue Grafton,399157867,2011,3.93
6164,Among the Betrayed,Margaret Peterson Haddix,689839057,2002,4.06
6165,Spook Country,William Gibson,399154302,2007,3.66
6166,易 [Yì],"Anonymous, Richard Wilhelm, Cary F. Baynes, C.G. Jung",069109750X,-750,4.18
6167,The Thirty-Nine Steps,John Buchan,1419151126,1915,3.6
6168,Blue Nights,Joan Didion,307267679,2011,3.75
6169,Blindsight,Peter Watts,765312182,2006,3.99
6170,,Nick Offerman,052595421X,2013,3.64
6171,"American Vampire, Volume 1","Scott Snyder, Stephen King, Rafael Albuquerque",1401228305,2010,3.98
6172,Heat Lightning,John Sandford,399155279,2008,4.16
6173,De la démocratie en Amérique,"Alexis de Tocqueville, Isaac Kramnick, Gerald Bevan",140447601,1835,3.99
6174,Drop Shot,Harlan Coben,440220459,1996,3.92
6175,"The Lake of Souls (Cirque Du Freak, #10)",Darren Shan,316016659,2002,4.19
6176,Find You in the Dark,A. Meredith Walters,,2012,3.98
6177,The School of Essential Ingredients,Erica Bauermeister,399155430,2009,3.78
6178,,Amy A. Bartol,1466266732,2011,4.29
6179,Azincourt ,Bernard Cornwell,7271212,2008,4.11
6180,Paddy Clarke Ha Ha Ha,Roddy Doyle,2264022442,1993,3.75
6181,Dinner at the Homesick Restaurant,Anne Tyler,449911594,1982,3.82
6182,Heaven,V.C. Andrews,671729446,1985,4.01
6183,"Charlie Bone and the Hidden King (The Children of the Red King, # 5)",Jenny Nimmo,439545307,2006,3.98
6184,Money,Martin Amis,99461889,1984,3.71
6185,Secret Prey,John Sandford,743484207,1998,4.25
6186,Clive Barker's The Great and Secret Show: Volume 1 (Clive Barker's the Great and Secret Show),"Chris Ryall, Gabriel Rodríguez, Clive Barker",1600100295,1989,4.21
6187,His Last Bow: Some Reminiscences of Sherlock Holmes,Arthur Conan Doyle,755334434,1917,4.27
6188,Dune: House Atreides,"Brian Herbert, Kevin J. Anderson",553580272,1999,3.69
6189,Charmed Life ,Diana Wynne Jones,000710653X,1977,3.95
6190,The Posthumous Papers of the Pickwick Club,Charles Dickens,140436111,1837,3.82
6191,Netherland,Joseph O'Neill,307377040,2008,3.4
6192,The Romanov Prophecy,Steve Berry,345460065,2004,3.9
6193,Ecstasy Unveiled,Larissa Ione,446556823,2010,4.36
6194,The Uncommon Reader ,Alan Bennett,374280967,2007,3.82
6195,Amerika,"Franz Kafka, بهرام مقدادی",805210644,1927,3.73
6196,30 Days of Night,"Steve Niles, Ben Templesmith",971977550,2001,3.81
6197,Sunset,Erin Hunter,60827696,2006,4.35
6198,النبطي,"يوسف زيدان, Youssef Ziedan",,2010,3.43
6199,When She Woke,Hillary Jordan,1565126297,2011,3.67
6200,The Naked Face,Sidney Sheldon,446321214,1970,3.51
6201,Princess in Training,Meg Cabot,60096152,2006,3.7
6202,The Portable Atheist: Essential Readings for the Non-believer,"Christopher Hitchens, Titus Lucretius Carus, Omar Khayyám, Thomas Hobbes, Baruch Spinoza, David Hume, James Boswell, Percy Bysshe Shelley, George Eliot, Charles Darwin, Leslie Stephen, Anatole France, Mark Twain, Joseph Conrad, Thomas Hardy, Emma Goldman, H.P. Lovecraft, Carl Van Doren, H.L. Mencken, Sigmund Freud, Albert Einstein, George Orwell, John Betjeman, Chapman Cohen, Bertrand Russell, Philip Larkin, Martin Gardner, Carl Sagan, John Updike, John Leslie Mackie, Michael Shermer, A.J. Ayer, Daniel C. Dennett, Charles Templeton, Richard Dawkins, Victor J. Stenger, Elizabeth S.  Anderson, Penn Jillette, Ian McEwan, Steven Weinberg, Salman Rushdie, Ibn Warraq, Sam Harris, A.C. Grayling, Ayaan Hirsi Ali, John Stuart Mill, Karl Marx",306816083,2007,4.02
6203,Sin Undone,Larissa Ione,446556815,2010,4.35
6204,The Tao of Physics: An Exploration of the Parallels Between Modern Physics and Eastern Mysticism,Fritjof Capra,1570625190,1975,3.96
6205,,Madeline Sheehan,,2013,4.38
6206,The Girl With No Past,Kathryn Croft,,2015,3.59
6207,Acceptance,Jeff VanderMeer,374104115,2014,3.58
6208,Lady Luck,Kristen Ashley,,2011,4.44
6209,The Lonely Hearts Club,Elizabeth Eulberg,545140315,2010,3.83
6210,Ransom,Julie Garwood,074347418X,1999,4.33
6211,The Big Four,Agatha Christie,7120818,1927,3.6
6212,Peril at End House,Agatha Christie,7119305,1932,3.89
6213,Disclaimer,Renée Knight,857522817,2015,3.58
6214,,Veronica Roth,62240080,2012,4.56
6215,Il cimitero di Praga,"Umberto Eco, Richard Dixon",547577532,2010,3.39
6216,Beatrice and Virgil,Yann Martel,1400069262,2010,3.13
6217,シャーマンキング 1,Hiroyuki Takei,1569319022,1998,4.14
6218,"Eye of the World (The Wheel of Time, #1-1)",Robert Jordan,765341840,1990,4.26
6219,"Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps, and the Tenth Dimension",Michio Kaku,192861891,1994,4.11
6220,How the Mind Works,Steven Pinker,393318486,1997,3.97
6221,,Bella Forrest,,2013,4.1
6222,Leaving,Karen Kingsbury,310266289,2011,4.22
6223,Live and Let Die,Ian Fleming,142003239,1954,3.62
6224,,Kate Egan,545425123,2012,4.48
6225,Utilitarianism,"John Stuart Mill, George Sher",087220605X,1861,3.65
6226,Winger,Andrew  Smith,1442444924,2013,4.08
6227,The Magic Strings of Frankie Presto,Mitch Albom,62294415,2012,4.32
6228,Fool's Quest,Robin Hobb,553392921,2015,4.53
6229,The Body Snatchers,Jack Finney,684852586,1955,3.88
6230,Junk,Melvin Burgess,380732238,1996,3.87
6231,Killing Patton: The Strange Death of World War II's Most Audacious General,"Bill O'Reilly, Martin Dugard",,2014,4.08
6232,容疑者Xの献身 [Yōgisha X no kenshin],"Keigo Higashino, Alexander O. Smith",312375069,2005,4.05
6233,Charlie Bone and the Time Twister ,Jenny Nimmo,807218987,2003,3.88
6234,Porno,Irvine Welsh,8433972618,2005,3.78
6235,"Charlie Bone and the Invisible Boy (The Children of the Red King, # 3)",Jenny Nimmo,439545269,2004,3.89
6236,First Shift: Legacy,Hugh Howey,,2012,4.21
6237,Worst Case,"James Patterson, Michael Ledwidge",316036226,2010,4
6238,The Unlikely Spy,Daniel Silva,451209303,1996,4.22
6239,"Royal Blood (Vampire Kisses, #6)",Ellen Schreiber,006128887X,2009,4.09
6240,"Conversations with God, an uncommon dialogue, book 3",Neale Donald Walsch,1571741038,1996,4.18
6241,M Train,Patti Smith,1101875100,2015,3.94
6242,Love Medicine,Louise Erdrich,60786469,1984,3.98
6243,The Inner Circle,Brad Meltzer,446577898,2011,3.76
6244,"Dragon Slippers (Dragon Slippers, #1)",Jessica Day George,1599900572,2006,4.22
6245,The Princess Diarist,Carrie Fisher,399173595,2016,3.66
6246,The Crippled God,Steven Erikson,593046358,2011,4.44
6247,Tales From a Not-So-Graceful Ice Princess,Rachel Renée Russell,085707685X,2012,4.38
6248,Gone ,Lisa McMann,1416979182,2010,3.72
6249,Pride of Baghdad,"Brian K. Vaughan, Niko Henrichon",1401203140,2006,3.88
6250,Soumission ,Michel Houellebecq,2081354802,2015,3.63
6251,Eiger Dreams: Ventures Among Men and Mountains,Jon Krakauer,385488181,1990,3.97
6252,Woken Furies,Richard K. Morgan,345479718,2005,4.1
6253,,Amish Tripathi,9385152149,2015,3.69
6254,Blameless,Gail Carriger,316074152,2010,4.01
6255,Belly Laughs: The Naked Truth About Pregnancy and Childbirth,Jenny McCarthy,738210072,2004,3.72
6256,Imajica,Clive Barker,61053716,1991,4.16
6257,On Writing Well: The Classic Guide to Writing Nonfiction,William Zinsser,60891548,1976,4.23
6258,I'm OK-You're OK,Thomas A. Harris,60724277,1967,3.7
6259,The Sicilian,Mario Puzo,345441702,1984,3.94
6260,Fire Touched,Patricia Briggs,425256766,2016,4.35
6261,The Copper Beech,Maeve Binchy,752876813,1992,3.89
6262,Frosty the Snow Man,"Jane Werner Watson, Corinne Malvern",307140210,1950,4.25
6263,The Compound,S.A. Bodeen,312370156,2008,3.87
6264,The Covenant,James A. Michener,749311614,1980,4.17
6265,L’écume des jours,Boris Vian,2253140872,1947,4.02
6266,The Pledge,Kimberly Derting,1442422017,2011,3.8
6267,The Villa,Nora Roberts,515132187,2001,3.94
6268,,Kimberly Lauren,,2013,4.15
6269,Dark Desire,Christine Feehan,843956534,1999,4.2
6270,Fragments,Dan Wells,62071076,2013,4.12
6271,A Rogue by Any Other Name,Sarah MacLean,62068520,2012,3.95
6272,Sein und Zeit,Martin Heidegger,60638508,1927,3.99
6273,In Our Time,Ernest Hemingway,684822761,1925,3.8
6274,Savage Inequalities: Children in America's Schools,Jonathan Kozol,60974990,1991,4.23
6275,The Enemy,Charlie Higson,014132502X,2009,4.08
6276,As The Crow Flies,Jeffrey Archer,312997116,1990,4.05
6277,The Empty Chair ,Jeffery Deaver,684855631,2000,4.06
6278,Jamaica Inn,Daphne du Maurier,316252905,1935,3.85
6279,Airborn,Kenneth Oppel,60531827,2004,4.16
6280,,Thomas Tryon,440167361,1971,3.99
